"LAYING.1","SITTING.1","STANDING.1","WALKING.1","WALKING_DOWNSTAIRS.1","WALKING_UPSTAIRS.1","LAYING.3","SITTING.3","STANDING.3","WALKING.3","WALKING_DOWNSTAIRS.3","WALKING_UPSTAIRS.3","LAYING.5","SITTING.5","STANDING.5","WALKING.5","WALKING_DOWNSTAIRS.5","WALKING_UPSTAIRS.5","LAYING.6","SITTING.6","STANDING.6","WALKING.6","WALKING_DOWNSTAIRS.6","WALKING_UPSTAIRS.6","LAYING.7","SITTING.7","STANDING.7","WALKING.7","WALKING_DOWNSTAIRS.7","WALKING_UPSTAIRS.7","LAYING.8","SITTING.8","STANDING.8","WALKING.8","WALKING_DOWNSTAIRS.8","WALKING_UPSTAIRS.8","LAYING.11","SITTING.11","STANDING.11","WALKING.11","WALKING_DOWNSTAIRS.11","WALKING_UPSTAIRS.11","LAYING.14","SITTING.14","STANDING.14","WALKING.14","WALKING_DOWNSTAIRS.14","WALKING_UPSTAIRS.14","LAYING.15","SITTING.15","STANDING.15","WALKING.15","WALKING_DOWNSTAIRS.15","WALKING_UPSTAIRS.15","LAYING.16","SITTING.16","STANDING.16","WALKING.16","WALKING_DOWNSTAIRS.16","WALKING_UPSTAIRS.16","LAYING.17","SITTING.17","STANDING.17","WALKING.17","WALKING_DOWNSTAIRS.17","WALKING_UPSTAIRS.17","LAYING.19","SITTING.19","STANDING.19","WALKING.19","WALKING_DOWNSTAIRS.19","WALKING_UPSTAIRS.19","LAYING.21","SITTING.21","STANDING.21","WALKING.21","WALKING_DOWNSTAIRS.21","WALKING_UPSTAIRS.21","LAYING.22","SITTING.22","STANDING.22","WALKING.22","WALKING_DOWNSTAIRS.22","WALKING_UPSTAIRS.22","LAYING.23","SITTING.23","STANDING.23","WALKING.23","WALKING_DOWNSTAIRS.23","WALKING_UPSTAIRS.23","LAYING.25","SITTING.25","STANDING.25","WALKING.25","WALKING_DOWNSTAIRS.25","WALKING_UPSTAIRS.25","LAYING.26","SITTING.26","STANDING.26","WALKING.26","WALKING_DOWNSTAIRS.26","WALKING_UPSTAIRS.26","LAYING.27","SITTING.27","STANDING.27","WALKING.27","WALKING_DOWNSTAIRS.27","WALKING_UPSTAIRS.27","LAYING.28","SITTING.28","STANDING.28","WALKING.28","WALKING_DOWNSTAIRS.28","WALKING_UPSTAIRS.28","LAYING.29","SITTING.29","STANDING.29","WALKING.29","WALKING_DOWNSTAIRS.29","WALKING_UPSTAIRS.29","LAYING.30","SITTING.30","STANDING.30","WALKING.30","WALKING_DOWNSTAIRS.30","WALKING_UPSTAIRS.30","LAYING.2","SITTING.2","STANDING.2","WALKING.2","WALKING_DOWNSTAIRS.2","WALKING_UPSTAIRS.2","LAYING.4","SITTING.4","STANDING.4","WALKING.4","WALKING_DOWNSTAIRS.4","WALKING_UPSTAIRS.4","LAYING.9","SITTING.9","STANDING.9","WALKING.9","WALKING_DOWNSTAIRS.9","WALKING_UPSTAIRS.9","LAYING.10","SITTING.10","STANDING.10","WALKING.10","WALKING_DOWNSTAIRS.10","WALKING_UPSTAIRS.10","LAYING.12","SITTING.12","STANDING.12","WALKING.12","WALKING_DOWNSTAIRS.12","WALKING_UPSTAIRS.12","LAYING.13","SITTING.13","STANDING.13","WALKING.13","WALKING_DOWNSTAIRS.13","WALKING_UPSTAIRS.13","LAYING.18","SITTING.18","STANDING.18","WALKING.18","WALKING_DOWNSTAIRS.18","WALKING_UPSTAIRS.18","LAYING.20","SITTING.20","STANDING.20","WALKING.20","WALKING_DOWNSTAIRS.20","WALKING_UPSTAIRS.20","LAYING.24","SITTING.24","STANDING.24","WALKING.24","WALKING_DOWNSTAIRS.24","WALKING_UPSTAIRS.24"
"fBodyAcc-bandsEnergy()-25,48",NA,NA,-0.822973729942363,NA,NA,NA,NA,NA,-0.890787928472141,NA,NA,NA,NA,NA,-0.891236197218543,NA,NA,NA,NA,NA,-0.828418134861538,NA,NA,NA,NA,NA,-0.897440208831169,NA,NA,NA,NA,NA,-0.815383730790036,NA,NA,NA,NA,-0.915155012133758,-0.99753774,NA,NA,NA,NA,-0.902545500736842,NA,NA,NA,NA,NA,-0.89707976375,NA,NA,NA,NA,NA,-0.930406896885246,NA,NA,NA,NA,NA,-0.939905764456522,NA,NA,NA,NA,-0.733974528929078,-0.999538426282051,NA,NA,NA,NA,-0.900741503284314,NA,NA,NA,NA,NA,-0.761146823482554,NA,NA,NA,NA,NA,-0.866936731545699,NA,NA,NA,NA,NA,-0.967049328361858,NA,NA,NA,NA,NA,-0.957048304342105,NA,NA,-0.897479745291667,NA,NA,NA,NA,NA,-0.91290907981383,NA,NA,NA,NA,NA,-0.892931513560209,NA,NA,NA,NA,NA,-0.854729673662791,NA,NA,NA,NA,NA,-0.912319526210526,-0.890878333333333,NA,NA,NA,NA,NA,-0.780419862781457,NA,NA,NA,NA,NA,-0.857143632334385,NA,NA,NA,NA,NA,-0.911965028854167,NA,NA,NA,NA,NA,-0.800111365459184,NA,NA,NA,NA,NA,-0.89184763529703,-0.745636308042373,NA,NA,NA,NA,NA,-0.904667556697248,NA,NA,NA,NA,NA,-0.951899382472527,NA,NA,NA,NA,NA,-0.903754375734463,NA,NA,NA,NA,NA,-0.948917787296588
"fBodyAcc-bandsEnergy()-1,8.1",NA,NA,-0.749138367867435,NA,NA,NA,NA,NA,-0.787366918504399,NA,NA,NA,NA,NA,-0.769598163870861,NA,NA,NA,NA,NA,-0.740624386196923,NA,NA,NA,NA,NA,-0.854732257597403,NA,NA,NA,NA,NA,-0.673687471829182,NA,NA,NA,NA,-0.781376051719745,-0.996649635,NA,NA,NA,NA,-0.625149084552941,NA,NA,NA,NA,NA,-0.773845594804878,NA,NA,NA,NA,NA,-0.879787006857924,NA,NA,NA,NA,NA,-0.799082827559783,NA,NA,NA,NA,-0.695585200336525,-0.996600625128205,NA,NA,NA,NA,-0.767703164874265,NA,NA,NA,NA,NA,-0.741592018691589,NA,NA,NA,NA,NA,-0.780063133696237,NA,NA,NA,NA,NA,-0.79905812505379,NA,NA,NA,NA,NA,-0.916660127828947,NA,NA,-0.776914797829167,NA,NA,NA,NA,NA,-0.862343117739362,NA,NA,NA,NA,NA,-0.847798019633508,NA,NA,NA,NA,NA,-0.858848527267442,NA,NA,NA,NA,NA,-0.794795596421053,-0.50163142,NA,NA,NA,NA,NA,-0.738107200334437,NA,NA,NA,NA,NA,-0.820042691324921,NA,NA,NA,NA,NA,-0.8721262028125,NA,NA,NA,NA,NA,-0.822665987823129,NA,NA,NA,NA,NA,-0.879437211683168,-0.735268066440678,NA,NA,NA,NA,NA,-0.743133443210703,NA,NA,NA,NA,NA,-0.851923918543956,NA,NA,NA,NA,NA,-0.606131028069209,NA,NA,NA,NA,NA,-0.831717477112861
"fBodyAcc-bandsEnergy()-9,16.1",NA,NA,-0.746118757438905,NA,NA,NA,NA,NA,-0.886036488035191,NA,NA,NA,NA,NA,-0.713415917907285,NA,NA,NA,NA,NA,-0.679819183461077,NA,NA,NA,NA,NA,-0.867827004707792,NA,NA,NA,NA,NA,-0.669214675530961,NA,NA,NA,NA,-0.848611950859873,-0.998899575,NA,NA,NA,NA,-0.808487482498452,NA,NA,NA,NA,NA,-0.789229396334451,NA,NA,NA,NA,NA,-0.918399734754098,NA,NA,NA,NA,NA,-0.91388800486413,NA,NA,NA,NA,-0.712332481642589,-0.999401268717949,NA,NA,NA,NA,-0.882198767965686,NA,NA,NA,NA,NA,-0.868774695996885,NA,NA,NA,NA,NA,-0.904854685483871,NA,NA,NA,NA,NA,-0.905751696723716,NA,NA,NA,NA,NA,-0.935653359605263,NA,NA,-0.849486134179583,NA,NA,NA,NA,NA,-0.929018605478723,NA,NA,NA,NA,NA,-0.859502187664921,NA,NA,NA,NA,NA,-0.894455170697674,NA,NA,NA,NA,NA,-0.902256311552632,-0.912190283333333,NA,NA,NA,NA,NA,-0.831243337983444,NA,NA,NA,NA,NA,-0.87833914148265,NA,NA,NA,NA,NA,-0.880816609236111,NA,NA,NA,NA,NA,-0.824413293037415,NA,NA,NA,NA,NA,-0.925288068465347,-0.726053547127966,NA,NA,NA,NA,NA,-0.802931166675841,NA,NA,NA,NA,NA,-0.945522349450549,NA,NA,NA,NA,NA,-0.738228745299153,NA,NA,NA,NA,NA,-0.906737364724409
"fBodyAcc-bandsEnergy()-17,24.1",NA,NA,-0.816155118792507,NA,NA,NA,NA,NA,-0.788126844296188,NA,NA,NA,NA,NA,-0.843733153092715,NA,NA,NA,NA,NA,-0.74852441024,NA,NA,NA,NA,NA,-0.870751794445779,NA,NA,NA,NA,NA,-0.75812877944484,NA,NA,NA,NA,-0.881295257101911,-0.999320115,NA,NA,NA,NA,-0.906115714213622,NA,NA,NA,NA,NA,-0.886716428231707,NA,NA,NA,NA,NA,-0.939745658989071,NA,NA,NA,NA,NA,-0.85914212967663,NA,NA,NA,NA,-0.768550699203546,-0.999416966153846,NA,NA,NA,NA,-0.880979923806373,NA,NA,NA,NA,NA,-0.810582138967601,NA,NA,NA,NA,NA,-0.831374545357527,NA,NA,NA,NA,NA,-0.956080260317848,NA,NA,NA,NA,NA,-0.947203810855263,NA,NA,-0.881637302583333,NA,NA,NA,NA,NA,-0.860533215079787,NA,NA,NA,NA,NA,-0.884458939047906,NA,NA,NA,NA,NA,-0.871350470988372,NA,NA,NA,NA,NA,-0.911591323473684,-0.886932913333333,NA,NA,NA,NA,NA,-0.769654934496689,NA,NA,NA,NA,NA,-0.879095169305994,NA,NA,NA,NA,NA,-0.944056623715278,NA,NA,NA,NA,NA,-0.826230097806122,NA,NA,NA,NA,NA,-0.892085691039604,-0.69377935190678,NA,NA,NA,NA,NA,-0.839767041519878,NA,NA,NA,NA,NA,-0.935041356098901,NA,NA,NA,NA,NA,-0.784477972166667,NA,NA,NA,NA,NA,-0.906650896404199
"fBodyAcc-bandsEnergy()-25,32.1",NA,NA,-0.880827698501441,NA,NA,NA,NA,NA,-0.885386040410557,NA,NA,NA,NA,NA,-0.918782907086093,NA,NA,NA,NA,NA,-0.901529318006154,NA,NA,NA,NA,NA,-0.924669874318182,NA,NA,NA,NA,NA,-0.836242270042705,NA,NA,NA,NA,-0.937255289394904,-0.998496785,NA,NA,NA,NA,-0.910250796086068,NA,NA,NA,NA,NA,-0.903777024359756,NA,NA,NA,NA,NA,-0.951233358387978,NA,NA,NA,NA,NA,-0.94385993173913,NA,NA,NA,NA,-0.842332170957447,-0.999239161538462,NA,NA,NA,NA,-0.912973826740196,NA,NA,NA,NA,NA,-0.779528673174455,NA,NA,NA,NA,NA,-0.876856169973118,NA,NA,NA,NA,NA,-0.972584260977995,NA,NA,NA,NA,NA,-0.957486893223684,NA,NA,-0.93906808025,NA,NA,NA,NA,NA,-0.903372046728723,NA,NA,NA,NA,NA,-0.935959475890052,NA,NA,NA,NA,NA,-0.863253658924419,NA,NA,NA,NA,NA,-0.931587114210526,-0.90636329,NA,NA,NA,NA,NA,-0.79249457302649,NA,NA,NA,NA,NA,-0.862000932820189,NA,NA,NA,NA,NA,-0.936521749861111,NA,NA,NA,NA,NA,-0.830861699159864,NA,NA,NA,NA,NA,-0.918383868465347,-0.784280455442373,NA,NA,NA,NA,NA,-0.919263340733945,NA,NA,NA,NA,NA,-0.949556979615385,NA,NA,NA,NA,NA,-0.896861371864407,NA,NA,NA,NA,NA,-0.958194202650919
"fBodyAcc-bandsEnergy()-33,40.1",NA,NA,-0.855649340576369,NA,NA,NA,NA,NA,-0.895505927360704,NA,NA,NA,NA,NA,-0.907327305397351,NA,NA,NA,NA,NA,-0.886121755335385,NA,NA,NA,NA,NA,-0.919303006720779,NA,NA,NA,NA,NA,-0.813842624765125,NA,NA,NA,NA,-0.922599397961783,-0.996510465,NA,NA,NA,NA,-0.855268565294118,NA,NA,NA,NA,NA,-0.871923754658537,NA,NA,NA,NA,NA,-0.956167919180328,NA,NA,NA,NA,NA,-0.936155703342391,NA,NA,NA,NA,-0.813312093134752,-0.998782719615385,NA,NA,NA,NA,-0.909066510906863,NA,NA,NA,NA,NA,-0.774462124761682,NA,NA,NA,NA,NA,-0.899082464301075,NA,NA,NA,NA,NA,-0.957331538166259,NA,NA,NA,NA,NA,-0.964530364276316,NA,NA,-0.92661327,NA,NA,NA,NA,NA,-0.929303805,NA,NA,NA,NA,NA,-0.925108256940576,NA,NA,NA,NA,NA,-0.85996305875,NA,NA,NA,NA,NA,-0.919499998236842,-0.848956783333333,NA,NA,NA,NA,NA,-0.836800422384106,NA,NA,NA,NA,NA,-0.895654732100946,NA,NA,NA,NA,NA,-0.928927998784722,NA,NA,NA,NA,NA,-0.850811904738435,NA,NA,NA,NA,NA,-0.929643010247525,-0.82568717779661,NA,NA,NA,NA,NA,-0.910085544556575,NA,NA,NA,NA,NA,-0.956360569285714,NA,NA,NA,NA,NA,-0.848584881544915,NA,NA,NA,NA,NA,-0.943559975249344
"fBodyAcc-bandsEnergy()-41,48.1",NA,NA,-0.843317397193084,NA,NA,NA,NA,NA,-0.885350135611144,NA,NA,NA,NA,NA,-0.871298950198676,NA,NA,NA,NA,NA,-0.828286362163077,NA,NA,NA,NA,NA,-0.89815326012987,NA,NA,NA,NA,NA,-0.79353557630605,NA,NA,NA,NA,-0.890418459649682,-0.99284582,NA,NA,NA,NA,-0.836112789356037,NA,NA,NA,NA,NA,-0.848167480364329,NA,NA,NA,NA,NA,-0.944987240355191,NA,NA,NA,NA,NA,-0.926738705380435,NA,NA,NA,NA,-0.785795263280142,-0.998742622179487,NA,NA,NA,NA,-0.889207395098039,NA,NA,NA,NA,NA,-0.835126120077882,NA,NA,NA,NA,NA,-0.87046520008871,NA,NA,NA,NA,NA,-0.943058414987775,NA,NA,NA,NA,NA,-0.942541145394737,NA,NA,-0.90105370775,NA,NA,NA,NA,NA,-0.922740366569149,NA,NA,NA,NA,NA,-0.901894115413613,NA,NA,NA,NA,NA,-0.868230224186047,NA,NA,NA,NA,NA,-0.910962072105263,-0.885514173333333,NA,NA,NA,NA,NA,-0.825680962311258,NA,NA,NA,NA,NA,-0.890056171646688,NA,NA,NA,NA,NA,-0.925458767048611,NA,NA,NA,NA,NA,-0.824546403142857,NA,NA,NA,NA,NA,-0.918805694158416,-0.818308284237288,NA,NA,NA,NA,NA,-0.894819549755352,NA,NA,NA,NA,NA,-0.942633588241758,NA,NA,NA,NA,NA,-0.837674969110452,NA,NA,NA,NA,NA,-0.930451109422572
"fBodyAcc-bandsEnergy()-49,56.1",NA,NA,-0.853377991873199,NA,NA,NA,NA,NA,-0.898956950199413,NA,NA,NA,NA,NA,-0.88397463218543,NA,NA,NA,NA,NA,-0.840753854316923,NA,NA,NA,NA,NA,-0.901186054227273,NA,NA,NA,NA,NA,-0.822892513932384,NA,NA,NA,NA,-0.909597299617834,-0.992677965,NA,NA,NA,NA,-0.895219163037152,NA,NA,NA,NA,NA,-0.881213615832317,NA,NA,NA,NA,NA,-0.952807556584699,NA,NA,NA,NA,NA,-0.934912004293478,NA,NA,NA,NA,-0.846551305166667,-0.998640918205128,NA,NA,NA,NA,-0.908392638137255,NA,NA,NA,NA,NA,-0.877034492130841,NA,NA,NA,NA,NA,-0.897401519884409,NA,NA,NA,NA,NA,-0.944847374889975,NA,NA,NA,NA,NA,-0.952095982730263,NA,NA,-0.916595778208333,NA,NA,NA,NA,NA,-0.935042701816489,NA,NA,NA,NA,NA,-0.918909634895288,NA,NA,NA,NA,NA,-0.895793863430233,NA,NA,NA,NA,NA,-0.925996408131579,-0.925302823333333,NA,NA,NA,NA,NA,-0.873846060317881,NA,NA,NA,NA,NA,-0.907962483447949,NA,NA,NA,NA,NA,-0.937380273923611,NA,NA,NA,NA,NA,-0.872012043911565,NA,NA,NA,NA,NA,-0.932451926039604,-0.857238040313559,NA,NA,NA,NA,NA,-0.900445214733945,NA,NA,NA,NA,NA,-0.954136080247253,NA,NA,NA,NA,NA,-0.841177306661017,NA,NA,NA,NA,NA,-0.939733313622047
"fBodyAcc-bandsEnergy()-57,64.1",NA,NA,-0.926430865417867,NA,NA,NA,NA,NA,-0.949961202199413,NA,NA,NA,NA,NA,-0.940294518245033,NA,NA,NA,NA,NA,-0.908501958716923,NA,NA,NA,NA,NA,-0.957905658409091,NA,NA,NA,NA,NA,-0.916133043302491,NA,NA,NA,NA,-0.954132820859873,-0.99974593,NA,NA,NA,NA,-0.956634144705882,NA,NA,NA,NA,NA,-0.938135059631098,NA,NA,NA,NA,NA,-0.974432950136612,NA,NA,NA,NA,NA,-0.961865287717391,NA,NA,NA,NA,-0.926272400212766,-0.999053937179487,NA,NA,NA,NA,-0.959713582254902,NA,NA,NA,NA,NA,-0.942233448688473,NA,NA,NA,NA,NA,-0.955006747935484,NA,NA,NA,NA,NA,-0.961090223154034,NA,NA,NA,NA,NA,-0.980793926118421,NA,NA,-0.960544633620833,NA,NA,NA,NA,NA,-0.97668046268617,NA,NA,NA,NA,NA,-0.962541094921466,NA,NA,NA,NA,NA,-0.951176675232558,NA,NA,NA,NA,NA,-0.959898496184211,-0.983471106666667,NA,NA,NA,NA,NA,-0.943413728023179,NA,NA,NA,NA,NA,-0.951283826340694,NA,NA,NA,NA,NA,-0.967592472319444,NA,NA,NA,NA,NA,-0.946777139047619,NA,NA,NA,NA,NA,-0.970031311584158,-0.929179543237288,NA,NA,NA,NA,NA,-0.949605460519878,NA,NA,NA,NA,NA,-0.974627121071429,NA,NA,NA,NA,NA,-0.898899210635593,NA,NA,NA,NA,NA,-0.970005235879265
"fBodyAcc-bandsEnergy()-1,16.1",NA,NA,-0.677183778962536,NA,NA,NA,NA,NA,-0.778458188856305,NA,NA,NA,NA,NA,-0.676036679823179,NA,NA,NA,NA,NA,-0.636551539917846,NA,NA,NA,NA,NA,-0.820708416363636,NA,NA,NA,NA,NA,-0.579805955780142,NA,NA,NA,NA,-0.754614311821656,-0.996883265,NA,NA,NA,NA,-0.614263953491424,NA,NA,NA,NA,NA,-0.71829421997561,NA,NA,NA,NA,NA,-0.865924088825137,NA,NA,NA,NA,NA,-0.801763911929348,NA,NA,NA,NA,-0.618767323412234,-0.997103813333333,NA,NA,NA,NA,-0.761416608115196,NA,NA,NA,NA,NA,-0.734502962148037,NA,NA,NA,NA,NA,-0.782542911747312,NA,NA,NA,NA,NA,-0.797559181117359,NA,NA,NA,NA,NA,-0.903054180592105,NA,NA,-0.75164563575,NA,NA,NA,NA,NA,-0.858020797367021,NA,NA,NA,NA,NA,-0.811112317526178,NA,NA,NA,NA,NA,-0.837561598110465,NA,NA,NA,NA,NA,-0.792494811289474,-0.572970216666667,NA,NA,NA,NA,NA,-0.71252437407947,NA,NA,NA,NA,NA,-0.799535821861199,NA,NA,NA,NA,NA,-0.840719045208333,NA,NA,NA,NA,NA,-0.773803236064626,NA,NA,NA,NA,NA,-0.86919983,-0.656233006457627,NA,NA,NA,NA,NA,-0.701810232851988,NA,NA,NA,NA,NA,-0.858527660741758,NA,NA,NA,NA,NA,-0.56354620355226,NA,NA,NA,NA,NA,-0.823091292860892
"fBodyAcc-bandsEnergy()-17,32.1",NA,NA,-0.787913316195965,NA,NA,NA,NA,NA,-0.762147439102639,NA,NA,NA,NA,NA,-0.825532633237437,NA,NA,NA,NA,NA,-0.728546173612308,NA,NA,NA,NA,NA,-0.853342118711039,NA,NA,NA,NA,NA,-0.718955624914591,NA,NA,NA,NA,-0.867167971401274,-0.99891609,NA,NA,NA,NA,-0.88334612536935,NA,NA,NA,NA,NA,-0.862729537009146,NA,NA,NA,NA,NA,-0.927688401284153,NA,NA,NA,NA,NA,-0.847670675850543,NA,NA,NA,NA,-0.730786510159929,-0.999224265641026,NA,NA,NA,NA,-0.859844733610294,NA,NA,NA,NA,NA,-0.753247807040498,NA,NA,NA,NA,NA,-0.801471740376344,NA,NA,NA,NA,NA,-0.94964383405868,NA,NA,NA,NA,NA,-0.936702722631579,NA,NA,-0.8680224725,NA,NA,NA,NA,NA,-0.837311882712766,NA,NA,NA,NA,NA,-0.8698504543,NA,NA,NA,NA,NA,-0.836168313497093,NA,NA,NA,NA,NA,-0.894804398921053,-0.86368628,NA,NA,NA,NA,NA,-0.717448009903974,NA,NA,NA,NA,NA,-0.843289843652997,NA,NA,NA,NA,NA,-0.927601669583333,NA,NA,NA,NA,NA,-0.783206048969388,NA,NA,NA,NA,NA,-0.872139900742574,-0.641755854627119,NA,NA,NA,NA,NA,-0.821839085018349,NA,NA,NA,NA,NA,-0.922658120769231,NA,NA,NA,NA,NA,-0.761938501524294,NA,NA,NA,NA,NA,-0.89772126496063
"fBodyAcc-bandsEnergy()-33,48.1",NA,NA,-0.834397279074928,NA,NA,NA,NA,NA,-0.879659298328446,NA,NA,NA,NA,NA,-0.882909498576159,NA,NA,NA,NA,NA,-0.850905322923077,NA,NA,NA,NA,NA,-0.901967111529221,NA,NA,NA,NA,NA,-0.784736563458822,NA,NA,NA,NA,-0.901409067961783,-0.994736885,NA,NA,NA,NA,-0.831354673949536,NA,NA,NA,NA,NA,-0.848154652079268,NA,NA,NA,NA,NA,-0.946884374016393,NA,NA,NA,NA,NA,-0.925253979293478,NA,NA,NA,NA,-0.781378948171702,-0.998660368974359,NA,NA,NA,NA,-0.891051951348039,NA,NA,NA,NA,NA,-0.771907106177259,NA,NA,NA,NA,NA,-0.876562679024193,NA,NA,NA,NA,NA,-0.946994921662592,NA,NA,NA,NA,NA,-0.952058752828947,NA,NA,-0.90842371125,NA,NA,NA,NA,NA,-0.918711203856383,NA,NA,NA,NA,NA,-0.90764600285288,NA,NA,NA,NA,NA,-0.847109123444767,NA,NA,NA,NA,NA,-0.907025591339474,-0.845695103333333,NA,NA,NA,NA,NA,-0.813852098440397,NA,NA,NA,NA,NA,-0.881573683719243,NA,NA,NA,NA,NA,-0.919479486319444,NA,NA,NA,NA,NA,-0.82365909622415,NA,NA,NA,NA,NA,-0.917449506732673,-0.802899639661017,NA,NA,NA,NA,NA,-0.893950127828746,NA,NA,NA,NA,NA,-0.94612215206044,NA,NA,NA,NA,NA,-0.827068319464799,NA,NA,NA,NA,NA,-0.932090829186352
"fBodyAcc-bandsEnergy()-49,64.1",NA,NA,-0.87944543945245,NA,NA,NA,NA,NA,-0.917199990997068,NA,NA,NA,NA,NA,-0.903974229337748,NA,NA,NA,NA,NA,-0.864172077550769,NA,NA,NA,NA,NA,-0.921913754480519,NA,NA,NA,NA,NA,-0.856489495177936,NA,NA,NA,NA,-0.925455989840764,-0.99542343,NA,NA,NA,NA,-0.917734651114551,NA,NA,NA,NA,NA,-0.901377367871951,NA,NA,NA,NA,NA,-0.960401248251366,NA,NA,NA,NA,NA,-0.944172740369565,NA,NA,NA,NA,-0.875211250287234,-0.998771416666667,NA,NA,NA,NA,-0.927076016887255,NA,NA,NA,NA,NA,-0.900556005825545,NA,NA,NA,NA,NA,-0.918380000903226,NA,NA,NA,NA,NA,-0.94991060207824,NA,NA,NA,NA,NA,-0.962651572697368,NA,NA,-0.932434323420833,NA,NA,NA,NA,NA,-0.950505385585106,NA,NA,NA,NA,NA,-0.93468942504712,NA,NA,NA,NA,NA,-0.915782105005814,NA,NA,NA,NA,NA,-0.937900170842105,-0.94742578,NA,NA,NA,NA,NA,-0.899107794003311,NA,NA,NA,NA,NA,-0.923255585936908,NA,NA,NA,NA,NA,-0.948096683402778,NA,NA,NA,NA,NA,-0.899407784591837,NA,NA,NA,NA,NA,-0.946117535990099,-0.882961882447881,NA,NA,NA,NA,NA,-0.91795834912844,NA,NA,NA,NA,NA,-0.961294188489011,NA,NA,NA,NA,NA,-0.860377655515537,NA,NA,NA,NA,NA,-0.950551407139108
"fBodyAcc-bandsEnergy()-1,24.1",NA,NA,-0.672557721873199,NA,NA,NA,NA,NA,-0.76016742162522,NA,NA,NA,NA,NA,-0.676373592774834,NA,NA,NA,NA,NA,-0.623495830197231,NA,NA,NA,NA,NA,-0.813352642402597,NA,NA,NA,NA,NA,-0.573330824600356,NA,NA,NA,NA,-0.75480978871656,-0.9970332,NA,NA,NA,NA,-0.630923321216099,NA,NA,NA,NA,NA,-0.722573533583841,NA,NA,NA,NA,NA,-0.866843704644809,NA,NA,NA,NA,NA,-0.793991816358696,NA,NA,NA,NA,-0.610775295504255,-0.997251836025641,NA,NA,NA,NA,-0.76097069627451,NA,NA,NA,NA,NA,-0.723957984192648,NA,NA,NA,NA,NA,-0.771528384905914,NA,NA,NA,NA,NA,-0.807247030537897,NA,NA,NA,NA,NA,-0.902091850789474,NA,NA,-0.752157085666667,NA,NA,NA,NA,NA,-0.845649574973404,NA,NA,NA,NA,NA,-0.807000552458115,NA,NA,NA,NA,NA,-0.828860129854651,NA,NA,NA,NA,NA,-0.794771853289474,-0.589802093333333,NA,NA,NA,NA,NA,-0.696653348824106,NA,NA,NA,NA,NA,-0.795474894447949,NA,NA,NA,NA,NA,-0.844569523125,NA,NA,NA,NA,NA,-0.762633941265306,NA,NA,NA,NA,NA,-0.861431137574257,-0.631826568805085,NA,NA,NA,NA,NA,-0.699228151765443,NA,NA,NA,NA,NA,-0.859254469450549,NA,NA,NA,NA,NA,-0.563118705833333,NA,NA,NA,NA,NA,-0.821862172729659
"fBodyAcc-bandsEnergy()-25,48.1",NA,NA,-0.860336531585014,NA,NA,NA,NA,NA,-0.877789472727273,NA,NA,NA,NA,NA,-0.903508694602649,NA,NA,NA,NA,NA,-0.880787757166154,NA,NA,NA,NA,NA,-0.913792688376623,NA,NA,NA,NA,NA,-0.811901825754448,NA,NA,NA,NA,-0.922930197961783,-0.997271985,NA,NA,NA,NA,-0.881158201674923,NA,NA,NA,NA,NA,-0.881594980945122,NA,NA,NA,NA,NA,-0.947418519644809,NA,NA,NA,NA,NA,-0.935234428913043,NA,NA,NA,NA,-0.815362819719858,-0.999041773589744,NA,NA,NA,NA,-0.901743972102941,NA,NA,NA,NA,NA,-0.765952103435826,NA,NA,NA,NA,NA,-0.870515464462366,NA,NA,NA,NA,NA,-0.963249021760391,NA,NA,NA,NA,NA,-0.953654787434211,NA,NA,-0.926453540833333,NA,NA,NA,NA,NA,-0.903244750159575,NA,NA,NA,NA,NA,-0.923911755340314,NA,NA,NA,NA,NA,-0.851289187569767,NA,NA,NA,NA,NA,-0.920483932339474,-0.88274325,NA,NA,NA,NA,NA,-0.788593345705629,NA,NA,NA,NA,NA,-0.861083932794953,NA,NA,NA,NA,NA,-0.928009013680556,NA,NA,NA,NA,NA,-0.820029480962585,NA,NA,NA,NA,NA,-0.913958497425743,-0.779109074957627,NA,NA,NA,NA,NA,-0.907298756299694,NA,NA,NA,NA,NA,-0.945941159697802,NA,NA,NA,NA,NA,-0.869918818850282,NA,NA,NA,NA,NA,-0.947966272204724
